Date,Ticker,Action,Shares,Price,Realized PnL
2023-04-27,DELL,Buy,123.16766325827955,40.59507071685791,-5.0
2023-04-27,APA,Buy,157.0372881552159,31.839571726799004,-5.0
2023-04-27,LRCX,Buy,99.13818136742927,50.43465525627136,-5.0
2023-04-27,GLW,Buy,164.78189022576666,30.34314021492004,-5.0
2023-04-27,LITE,Buy,103.19019652868394,48.45421530532837,-5.0
2023-04-27,SLB,Buy,112.46707539549676,44.45745550346375,-5.0
2023-04-27,ALB,Buy,28.110851501904232,177.8672552719116,-5.0
2023-04-27,STX,Buy,95.2947507792136,52.46878720092773,-5.0
2023-04-27,DOW,Buy,111.6027608571316,44.80175903892517,-5.0
2023-04-27,WDC,Buy,202.69331516036647,24.667809079170226,-5.0
2023-04-27,BKR,Buy,185.57693468401737,26.943003496170043,-5.0
2023-04-27,KEYS,Buy,35.2209547598314,141.96094438934324,-5.0
2023-04-27,INTC,Buy,171.47510063076697,29.158752388000483,-5.0
2023-04-27,OXY,Buy,86.85639322621633,57.56628630638122,-5.0
2023-04-27,LYB,Buy,67.00381900354212,74.62261217880248,-5.0
2023-04-27,MU,Buy,81.7783606409309,61.14086857223511,-5.0
2023-04-27,AMAT,Buy,45.92123837886585,108.88208106994628,-5.0
2023-04-27,AMD,Buy,57.15348936231046,87.48372244262694,-5.0
2023-04-27,COHR,Buy,149.26825919070785,33.49673954200745,-5.0
2023-04-28,LYB,Sell (TP),22.111260271168902,77.23378657913209,56.02862042232212
2023-04-28,STX,Sell (TP),31.44726775714049,54.234309556961065,53.815333407136464
2023-04-28,MRNA,Buy,37.60630049159739,132.95644438934326,-5.0
2023-04-28,SLB,Sell (TP),37.11413488051394,45.700214328765874,44.42779474754594
2023-04-28,WDC,Sell (TP),66.88879400292093,25.90690281581879,81.1486042152943
2023-04-28,WDC,Sell (TP),66.88879400292093,25.90690281581879,81.1486042152943
2023-04-28,APA,Sell (TP),51.822305091221246,32.86920018386841,51.65436231282116
2023-04-28,INTC,Sell (TP),56.5867832081531,30.300254815101624,62.87935642357891
2023-04-28,AMD,Sell (TP),18.860651489562454,89.32531774520875,33.04895349962399
2023-04-28,MU,Sell (TP),26.9868590115072,63.50715570831299,62.144798664755
2023-05-01,MU,Sell (Trailing Stop),54.7915016294237,61.523795772552496,17.610175163820777
2023-05-01,DELL,Sell (TP),40.64532887523225,41.5209847984314,35.946448273407285
2023-05-01,ALB,Sell (Trailing Stop),28.110851501904232,169.34951750183106,-244.20142072530817
2023-05-01,ON,Buy,63.80060171776997,78.3691668319702,-5.0
2023-05-02,APA,Sell (Trailing Stop),105.21498306399465,30.648189052581788,-128.57595658261056
2023-05-02,SLB,Sell (Trailing Stop),75.35294051498283,42.7646596775055,-130.77958603426578
2023-05-02,INTC,Sell (Trailing Stop),114.88831742261388,29.04181109428406,-16.771753283831163
2023-05-02,ADI,Buy,28.620773620825492,174.698282661438,-5.0
2023-05-02,COHR,Sell (Trailing Stop),149.26825919070785,33.03347423744202,-74.08165475037816
2023-05-02,BKR,Sell (Trailing Stop),185.57693468401737,25.525471312522882,-267.7982161797246
2023-05-02,CF,Buy,72.40803516425429,69.05310976409912,-5.0
2023-05-02,STX,Sell (Trailing Stop),63.847483022073106,52.46248701858521,-3.7518485343649277
2023-05-03,AMD,Sell (Trailing Stop),38.29283787274801,81.57919274520874,-229.22509721964283
2023-05-03,DELL,Sell (TP),27.23237034640561,42.79067815589905,58.626303320376216
2023-05-03,GLW,Sell (Trailing Stop),164.78189022576666,29.31318260383606,-174.5486436448263
2023-05-03,LYB,Sell (Trailing Stop),44.89255873237322,73.04597064590455,-74.05869314290409
2023-05-03,OXY,Sell (Trailing Stop),86.85639322621633,55.9803690738678,-142.60930372064726
2023-05-03,WDC,Sell (Trailing Stop),68.91572715452462,24.861296653747555,11.621002560464577
2023-05-04,CF,Sell (Trailing Stop),72.40803516425429,65.26755131530761,-278.8307444271588
2023-05-05,LRCX,Sell (TP),32.71559985125166,51.43971756172181,31.19833499448251
2023-05-05,AMAT,Sell (TP),15.154008665025732,113.03924678039552,61.28472747289746
2023-05-05,MRNA,Sell (TP),12.410079162227138,136.97147328948975,48.12699966295825
2023-05-05,ON,Sell (TP),21.05419856686409,81.17939122009278,57.45785526269191
2023-05-05,TXN,Buy,32.735721174559444,152.73834883117675,-5.0
2023-05-08,MRNA,Sell (Trailing Stop),25.19622132937025,131.684125,-35.3755832946066
2023-05-09,ALB,Buy,26.790070078453017,186.6363165664673,-5.0
2023-05-09,LITE,Sell (Trailing Stop),103.19019652868394,45.967006677627566,-261.3988915531838
2023-05-10,KEYS,Sell (TP),11.622915070744362,145.59716316986083,40.57119860253704
2023-05-11,TXN,Sell (Signal Sell),32.735721174559444,148.30680620574952,-149.92467401540165
2023-05-11,DOW,Sell (Trailing Stop),111.6027608571316,43.78654837989807,-118.18701208661312
2023-05-15,AMAT,Sell (TP),10.15318580556724,117.9578067779541,90.94988190433295
2023-05-15,AMAT,Sell (TP),10.460858102705641,117.9578067779541,93.70593893173698
2023-05-15,TXN,Buy,32.846659427628005,152.2224812850952,-5.0
2023-05-15,ALB,Sell (TP),8.840723125889497,194.64638727569582,69.09400254172766
2023-05-15,ON,Sell (TP),14.10631303979894,82.34880438995361,54.976375164677115
2023-05-15,LRCX,Sell (TP),21.919451900338615,53.625441322326665,68.7648414174707
2023-05-16,ALB,Sell (TP),5.923284494345962,196.48058324432378,57.14658177898286
2023-05-17,ON,Sell (TP),9.737630637776359,85.58718225479126,69.45295175707938
2023-05-17,LRCX,Sell (TP),15.13106406938526,55.746103635787975,79.52436786596668
2023-05-17,ADI,Sell (TP),9.444855294872413,178.609731880188,35.25612879247137
2023-05-17,KEYS,Sell (TP),7.787353097398723,157.58117366027832,120.41310055429943
2023-05-17,KEYS,Sell (TP),8.023333494289593,157.58117366027832,124.0619823892782
2023-05-18,TXN,Sell (TP),10.839397611117242,156.25722048950198,42.04040835123416
2023-05-18,DELL,Sell (TP),18.798587772458173,44.647846183776856,75.347138881604
2023-05-18,TER,Buy,51.3225505242022,97.42306157684325,-5.0
2023-05-23,LRCX,Sell (Trailing Stop),29.37206554645374,55.685911121368406,152.60462123935918
2023-05-23,ALB,Sell (TP),4.08886123579397,206.41595121002197,80.03217517084603
2023-05-23,TER,Sell (Trailing Stop),51.3225505242022,94.45002766799928,-157.43109931381437
2023-05-23,AMAT,Sell (Trailing Stop),10.153185805567238,121.24983059692384,124.34098688517538
2023-05-23,ON,Sell (Trailing Stop),18.902459473330577,82.49873091506959,76.49948880558429
2023-05-24,DELL,Sell (Trailing Stop),36.491376264183515,43.50132500457764,104.4657955138446
2023-05-24,ADI,Sell (Trailing Stop),19.175918325953077,164.58400289154054,-197.1066521905996
2023-05-25,ALB,Sell (Trailing Stop),7.937201222423588,195.81189614868165,71.2742230549204
2023-05-26,CIEN,Buy,104.13630078320462,48.013996679306025,-5.0
2023-05-26,TXN,Sell (TP),7.262396399448552,162.22004264068605,71.42814733851685
2023-05-30,LITE,Buy,91.09553761893928,54.887430610656736,-5.0
2023-05-30,COHR,Buy,129.8389459975306,38.50924667930603,-5.0
2023-05-31,LITE,Sell (Trailing Stop),91.09553761893928,52.87355152511597,-188.2719425988769
2023-05-31,COHR,Sell (Trailing Stop),129.8389459975306,36.94151908493042,-208.3485463665086
2023-06-05,TXN,Sell (Trailing Stop),14.744865417062211,156.6712894744873,63.286980940891965
2023-06-05,BKR,Buy,179.1614848052942,27.907783893585204,-5.0
2023-06-06,BKR,Sell (TP),59.12328998574709,28.744377259254453,47.76269000645651
2023-06-06,CIEN,Sell (Trailing Stop),104.13630078320462,42.36880438995362,-592.2815727808069
2023-06-12,ADI,Buy,27.87719846594154,179.35805156707764,-5.0
2023-06-13,ADI,Sell (TP),9.199475493760708,183.6759536056519,38.03271155433499
2023-06-13,GLW,Buy,162.13041266161397,30.83937133026123,-5.0
2023-06-13,LYB,Buy,66.48255637599745,75.20769766616822,-5.0
2023-06-14,SLB,Buy,113.49155010821376,44.056143344879146,-5.0
2023-06-14,DOW,Buy,111.48877083055797,44.84756592750549,-5.0
2023-06-15,GLW,Sell (TP),53.503036178332614,31.602339729309083,39.13030473132463
2023-06-16,GLW,Sell (TP),35.847034239482845,33.47942958450317,93.43812037540619
2023-06-16,GLW,Sell (TP),36.93330800431566,33.47942958450317,96.26957856860032
2023-06-20,LYB,Sell (Trailing Stop),66.48255637599745,74.06439733505249,-80.93351918937964
2023-06-21,ADI,Sell (Trailing Stop),18.67772297218083,177.0591617279053,-46.24508953206281
2023-06-21,GLW,Sell (Trailing Stop),35.84703423948285,32.14398847770691,45.61438889834793
2023-06-22,DOW,Sell (Trailing Stop),111.48877083055797,43.598047859191894,-144.16792633328942
2023-06-22,KEYS,Sell (Trailing Stop),7.7873530973987215,159.81005438995362,137.75282472701468
2023-06-22,CF,Buy,74.83658257563101,66.81224379730224,-5.0
2023-06-28,SLB,Sell (TP),37.45221153571054,45.24113154602051,42.68604834769106
2023-06-28,CF,Sell (Trailing Stop),74.83658257563101,63.953088178634644,-218.75546611744423
2023-06-29,BKR,Sell (TP),39.61260429045055,29.467924682617188,60.63393847360193
2023-07-07,BKR,Sell (TP),27.344700779892836,31.112339033126833,86.77684382201014
2023-07-07,SLB,Sell (TP),25.092981728926066,49.6730651664734,139.69887132542863
2023-07-07,SLB,Sell (TP),25.853375114651097,49.6730651664734,143.93217045650223
2023-07-11,APA,Buy,150.2132254140654,33.28601716804504,-5.0
2023-07-13,OXY,Buy,85.38389874546914,58.55905004882812,-5.0
2023-07-13,APA,Sell (TP),49.57036438664158,34.430141124725345,55.00792679469264
2023-07-14,OXY,Sell (Trailing Stop),85.38389874546914,56.53908386993408,-177.30011510027273
2023-07-14,APA,Sell (Trailing Stop),100.6428610274238,32.6818816280365,-64.09112726561254
2023-07-24,MU,Buy,77.16207529044438,64.79867190170287,-5.0
2023-07-26,MU,Sell (TP),25.463484845846647,66.61225368881226,44.48393224041054
2023-07-27,BKR,Sell (Trailing Stop),53.080889749203735,32.56882096862793,245.6832131021968
2023-07-27,MU,Sell (TP),17.06053484671725,70.26020907211304,91.97806846721177
2023-07-27,MU,Sell (TP),17.577520751163227,70.26020907211304,94.76528266318789
2023-08-02,MU,Sell (Trailing Stop),17.060534846717253,67.39324269866944,43.115000728429116
2023-08-16,SLB,Sell (Trailing Stop),25.092981728926066,53.78843809127809,242.8625819576599
2023-08-31,MU,Buy,72.24154209384439,69.21225454330444,-5.0
2023-08-31,CIEN,Buy,99.99002191170693,50.00498954200744,-5.0
2023-09-01,CIEN,Sell (Trailing Stop),99.99002191170693,48.44576622009278,-160.75086734936835
2023-09-05,LITE,Buy,94.34587755724004,52.996486221313475,-5.0
2023-09-07,LITE,Sell (Trailing Stop),94.34587755724004,49.80508683013916,-305.79428081978637
2023-09-14,MU,Sell (TP),23.839708890968648,70.97200357055664,40.25995262632679
2023-09-21,MU,Sell (Trailing Stop),48.401833202875736,67.12632452774048,-104.21187384951259
2023-10-19,APA,Buy,128.47891814702595,38.916890584945676,-5.0
2023-10-23,APA,Sell (Trailing Stop),128.47891814702595,37.198249481201174,-225.58834054241217
2023-10-31,INTC,Buy,139.20781373135603,35.917524066925054,-5.0
2023-11-01,INTC,Sell (TP),45.93857853134749,36.65824404525757,32.343595271471834
2023-11-02,MU,Buy,71.60928628630148,69.82334637451171,-5.0
2023-11-03,MU,Sell (TP),23.63106447447949,71.87269893264771,46.72995404981888
2023-11-06,BKR,Buy,150.4298656126506,33.23808061408997,-5.0
2023-11-07,INTC,Sell (TP),30.778847616002817,38.238492954254156,70.25981095688144
2023-11-07,BKR,Sell (Trailing Stop),150.4298656126506,32.17849041366577,-164.2346174428391
2023-11-07,AMD,Buy,44.05025459502883,113.50672194671631,-5.0
2023-11-10,WDC,Buy,147.5607466784982,33.88435009002686,-5.0
2023-11-10,AMD,Sell (TP),14.536584016359516,118.53070133972169,71.30846704433866
2023-11-10,AMAT,Buy,33.87462911748302,147.60309205627442,-5.0
2023-11-10,MU,Sell (TP),15.83281319790126,74.62560950851442,74.85180179270478
2023-11-13,LRCX,Buy,75.9482167556787,65.83433046340942,-5.0
2023-11-14,AMAT,Sell (TP),11.178627608769396,150.7828014755249,33.859242714395684
2023-11-14,AMD,Sell (TP),9.739511290960875,119.82005725479125,60.321811716101216
2023-11-14,LRCX,Sell (TP),25.062911529373974,67.86727924346924,49.250663802969775
2023-11-14,MU,Sell (TP),10.92943892873305,76.4179715461731,71.24034751848733
2023-11-14,INTC,Sell (TP),21.246731778561944,38.8697193889618,61.898647663074755
2023-11-15,WDC,Sell (TP),48.695046403904406,34.625279712677006,34.39352275461944
2023-11-17,LYB,Buy,61.24766277027309,81.63576818847656,-5.0
2023-11-17,AMAT,Sell (Trailing Stop),22.69600150871362,145.41027545928955,-53.06840062470736
2023-11-20,WDC,Sell (TP),32.625681090615956,35.61822933959961,55.40692245475091
2023-11-20,LRCX,Sell (TP),16.79215072468056,70.2336339263916,72.69439306717206
2023-11-21,ADI,Buy,28.726534052767413,174.05510845184324,-5.0
2023-11-21,CIEN,Buy,109.78693319681113,45.54276045799255,-5.0
2023-11-22,COHR,Buy,138.74239827496066,36.03801045799255,-5.0
2023-11-27,LYB,Sell (Trailing Stop),61.24766277027309,79.11466634750367,-159.25718377005677
2023-11-27,AMD,Sell (TP),6.7232141578208715,122.58867652511597,60.2357356765805
2023-11-28,MU,Sell (Trailing Stop),21.215969685187687,75.37820085906984,116.25240272566396
2023-11-29,DOW,Buy,111.71616492105956,44.75628037834167,-5.0
2023-11-29,COHR,Sell (TP),45.78499143073702,37.24136832237244,53.390633779234484
2023-11-29,KEYS,Buy,36.245293533480854,137.9489448852539,-5.0
2023-12-01,COHR,Sell (TP),30.675944258593802,38.20089122009278,65.17656128647535
2023-12-01,CIEN,Sell (TP),36.22968795494768,46.726625000000006,41.198151894919306
2023-12-04,COHR,Sell (TP),21.175697279114146,39.18040076255799,65.71263351647873
2023-12-04,INTC,Sell (Trailing Stop),41.24365580544377,41.76941475105286,239.63064182206273
2023-12-04,AMD,Sell (Trailing Stop),13.050945129887571,118.51071469497681,63.76015795311521
2023-12-05,WDC,Sell (Trailing Stop),66.24001918397784,35.18193560218811,83.62163712919485
2023-12-05,LRCX,Sell (Trailing Stop),34.09315450162416,68.08408210372926,74.3799291334431
2023-12-06,KEYS,Sell (TP),11.960946866048683,140.95948377990723,34.322886861364374
2023-12-07,ADI,Sell (TP),9.479756237413246,177.71732552337647,33.032208201501824
2023-12-08,TXN,Buy,34.015165117423926,146.99325970458983,-5.0
2023-12-08,CIEN,Sell (Trailing Stop),73.55724524186346,44.32782347488403,-92.62805020230338
2023-12-11,KEYS,Sell (TP),8.013834400252616,147.07641889953615,71.96741917782391
2023-12-11,ADI,Sell (TP),6.351436679066874,183.25955119323734,57.2974738028233
2023-12-12,KEYS,Sell (TP),5.531974170841049,149.2953101196289,61.941901610081935
2023-12-13,TXN,Sell (TP),11.225004488749896,151.31634804534912,46.82815934425502
2023-12-13,LITE,Buy,107.56567688021161,46.48322908401489,-5.0
2023-12-13,GLW,Buy,176.94983032450136,28.256596747398376,-5.0
2023-12-14,TXN,Sell (TP),7.520753007462431,157.83434291076662,80.34607601787755
2023-12-14,ADI,Sell (TP),4.384415986337679,192.93674752807618,81.93904525387983
2023-12-14,TER,Buy,47.84127037311645,104.51227488327025,-5.0
2023-12-14,GLW,Sell (TP),58.39344400708545,29.074826042175296,46.08144728300358
2023-12-14,DOW,Sell (TP),36.86633442394966,47.23762273025514,89.73651896898576
2023-12-14,DOW,Sell (TP),36.86633442394966,47.23762273025514,89.73651896898576
2023-12-14,LITE,Sell (TP),35.496673370469836,49.83507061004639,117.2102446152782
2023-12-14,LITE,Sell (TP),35.496673370469836,49.83507061004639,117.2102446152782
2023-12-19,LITE,Sell (TP),12.43459224735246,50.45475954246521,48.7569774869218
2023-12-20,ADI,Sell (Trailing Stop),8.51092514994961,185.24509967041016,93.66057051212664
2023-12-20,COHR,Sell (Trailing Stop),41.10576530651569,42.74861545753479,274.0873396217383
2023-12-21,ON,Buy,59.74299053454565,83.69182652664185,-5.0
2023-12-22,TER,Sell (TP),15.787619223128429,106.62695007705688,31.702301053358443
2023-12-26,ON,Sell (TP),19.715186876400065,85.42726622009278,32.53030335123838
2023-12-26,MRNA,Buy,51.34594837519854,97.3786668319702,-5.0
2023-12-26,DOW,Sell (TP),12.914388664874485,48.52679944419861,48.067254736111174
2023-12-26,TXN,Sell (TP),5.191598591211944,159.732685256958,65.30871576677353
2023-12-27,MRNA,Sell (TP),16.94416296381552,100.67963835525514,54.22626723002497
2023-12-27,TER,Sell (TP),10.577704879496046,109.71788735580445,53.90286901903898
2023-12-28,ALB,Buy,34.75347656846445,143.87049854278564,-5.0
2023-12-29,ALB,Sell (Trailing Stop),34.75347656846445,138.96562342071533,-175.29100116348854
2023-12-29,CIEN,Buy,111.03091392439491,45.03250332069397,-5.0
2024-01-02,CF,Buy,64.665481200665,77.32100507354735,-5.0
2024-01-02,KEYS,Sell (Trailing Stop),10.738538096338505,155.41226049041748,185.86157943451744
2024-01-02,MRNA,Sell (TP),11.352589185756397,112.44375000000001,169.75117255564012
2024-01-02,MRNA,Sell (TP),11.696607039870226,112.44375000000001,174.89514748156859
2024-01-02,ON,Sell (Trailing Stop),40.02780365814559,81.40927194976807,-94.62428079566307
2024-01-02,TER,Sell (Trailing Stop),21.475946270491974,103.79359725952148,-17.663347751400103
2024-01-03,LITE,Sell (Trailing Stop),24.13773789191948,49.925025762557986,81.87210891784842
2024-01-03,MRNA,Sell (Trailing Stop),11.352589185756393,108.52571183013916,125.31577467685354
